Subject_ID,Response,CF_alpha_F,CF_beta_F,PW_alpha_F,PW_beta_F,BW_alpha_F,BW_beta_F,Off_F,Exp_F,CF_alpha_C,CF_beta_C,PW_alpha_C,PW_beta_C,BW_alpha_C,BW_beta_C,Off_C,Exp_C,CF_alpha_P,CF_beta_P,PW_alpha_P,PW_beta_P,BW_alpha_P,BW_beta_P,Off_P,Exp_P,CF_alpha_T,CF_beta_T,PW_alpha_T,PW_beta_T,BW_alpha_T,BW_beta_T,Off_T,Exp_T,CF_alpha_O,CF_beta_O,PW_alpha_O,PW_beta_O,BW_alpha_O,BW_beta_O,Off_O,Exp_O
1,1,9.08398894042182,16.7249812389909,0.393185781809803,0.280543968294019,1.87341335048062,1.56536506472668,1.56682104002455,2.00149995684099,10.7912717966114,15.657946850366,0.368888493139379,0.334339174378714,5.1389204017427,2.42737729961051,0.0791769515686558,1.09381322213429,9.01255875509339,27.2998011724405,0.57598092472827,0.70320073888589,4.92968875647454,5.13839694898884,0.754831009252853,1.77807231162651,11.0139695416515,27.8297948468683,0.324651587288954,0.298734063144368,5.0676088970188,5.18406276033204,0.403678537071125,0.852215758985874,11.1111888006615,19.39508246716,0.702588157448633,0.379560283323841,5.44706581403632,4.42970654202708,0.905739975367866,1.65167427025494
1,1,9.32959702069939,19.7781791879787,0.745283012344247,0.503862142342855,4.40828270913376,1.60067060633249,0.798715013835773,1.51472395790851,10.3812948038987,23.7295979957864,0.48428787793752,0.762805940875172,4.20128387308076,4.5975230666252,0.817531974286705,1.36258628015778,10.3782140694286,20.7583581486494,0.519696046049894,0.278673411616019,3.88352173131161,1.80262042264965,1.13054907326236,1.76836466350532,11.2437222839396,16.8950211485068,0.551204758133203,0.395382500301684,5.60181844896866,1.73696047661633,0.447415365907868,0.88642655113953,11.6654821051532,17.2364329974837,0.716831601936173,0.312207834623705,2.83885361706819,2.19720360154936,1.81341390891705,2.50017967788446
1,1,9.53033269545273,23.2949565790405,0.674748409788282,0.291999042225161,5.47004649811399,4.84637496199716,0.468694518176993,1.33717238498145,9.85065971315217,15.2256428369226,0.206803282465321,0.267475300609885,2.37970123993238,0.536012842044282,0.828731458071385,1.62213715616774,11.1785977114592,27.5865062568429,0.380096003216418,0.426401541951526,3.62145574949637,6.02090017088053,0.743929033764782,1.35929698179457,8.56625737875547,28.61784035892,0.751621233037528,0.372201428032865,4.43058678269894,4.59190513189665,0.676444974825288,1.08080580347883,9.38254610677916,18.0526743247157,0.529201919914682,0.361926260739986,4.41333248894073,0.573452946239913,0.443081023147014,1.32072243607478
1,1,8.88704681164157,26.5882140388558,0.550091561256396,0.296146782401133,2.0954961031772,8.06302073243775,1.42967826669842,2.07493194422452,10.763854991524,21.9378889295244,0.192033288367158,0.27406172644502,5.92166481643423,1.65245386851813,0.492936977445765,1.30558931989952,10.4317522904519,19.9191954317564,0.615359882660582,0.455154091480882,4.27040261091284,1.10760197367151,1.13215630226081,1.76920895938202,10.7719286643314,24.6768105647702,0.378146373105165,0.305097141178465,4.02623188893078,8.19816312938292,0.433853829920037,0.955832575792966,8.44272004044412,17.8860785053261,0.923831600795528,0.492820879455712,2.17496494361099,1.53783630290185,0.626252312857029,1.38306230577885
1,1,8.34409052844589,27.3278109263966,0.368361188036607,0.526779741768558,3.88047435094233,3.65668613089787,1.29006951653952,2.06101145043517,8.97415493144,27.8261988563674,0.768431958154059,0.224147025665006,5.3501836575714,3.35585786979661,-0.032450621155492,1.07835978580137,9.56754727218974,23.0399826799245,0.553431526499013,0.304746333971331,4.58811480551992,6.087063183288,0.968779747902212,1.63186193733167,11.0083798530699,21.3388113730533,0.668776503154958,0.296260660258007,2.70637576817134,1.98151208610648,0.712219002741367,1.41860424918469,11.674861532092,26.8557928529788,1.03575215998328,0.447901307145609,5.19250412152362,3.7577406382368,0.703176070107344,1.50252327410934
1,1,9.67956791931284,19.5053596594323,0.257517874760419,0.253054255247471,4.2021260506648,2.75355345103434,1.25132881764597,1.80602857677379,9.96814130391901,26.4367700628668,0.448055461121902,0.4192176256308,2.75967121010093,5.52940102987231,1.09785624947888,1.97768409127588,8.73359865240766,24.7249142788433,0.553732772269628,0.361306732169692,3.84353086578251,4.19843744868984,0.718878294590133,1.41526895518465,10.1814450849582,17.9016653877886,0.755404699760827,0.44589344379991,2.64403640586612,4.40805017470265,1.18781779975638,1.65370787904593,10.9006631554812,16.4816263754847,1.05621575458566,0.534525750388453,4.2298113146248,2.34164324616122,0.390410750500698,1.07672609749353
1,1,9.15888067907786,20.9375272410779,0.539330121993478,0.349784648038894,4.34678008936288,0.570972943147865,1.08013426361213,1.69498386118291,9.06493818364193,23.6020795144459,0.9306864264234,0.515746531422353,4.88695127264671,4.51072396215857,0.0767932454159265,1.22518253313777,9.41247604244789,19.8925535573041,0.747769867889427,0.311811207996553,2.72574858625177,4.75735969011042,0.210055535659227,0.991731954133683,8.4681328239769,19.4064022126893,0.708586856501633,0.333637249934811,2.92586911422511,8.27931617563371,1.20842582755963,1.69187262716191,9.48387587018557,16.6323384524661,0.589658684178627,0.343061127934335,4.42496138168029,2.54789833750617,0.644654473510503,1.32644142395477
1,1,9.69743896134612,21.5581677529043,0.541350372741517,0.233564567031927,7.58469787181268,1.94905598751275,-0.154466411761359,0.820775294563932,11.3643946329091,18.2280844366237,0.926595697279552,0.708231920138098,3.60447091431813,5.37435031814562,0.819475024180687,1.59206613895563,8.49919936282419,18.8670210310246,0.716160222872882,0.465000974029942,1.10926427309294,1.69240177857918,1.22119187122578,1.73859516482344,11.4969937231129,24.1321451667158,0.580156236841261,0.307072885221671,5.22123276177918,1.52318406856135,0.960849499633598,1.71425852090847,11.8572543206717,24.7014006542158,0.561148448738957,0.445040779680096,5.16970077478668,5.1892700999855,1.56725712151951,2.02736051187492
1,1,10.4033564417461,26.4599167291388,0.496262617715475,0.437176960851479,3.2749926148788,6.14724309500505,1.00207984351328,1.726699554323,10.7520840369926,20.0164584154858,0.772022812849565,0.236447309960637,4.04872700883538,4.29186872595532,1.35042630286832,1.93893690762315,11.0252237007799,18.9961275382187,0.681940200010874,0.292596615030117,5.60180046833933,10.011359024848,0.615878846348216,1.36032972116137,10.746863209625,16.9449123266994,0.878474719998794,0.680232159051612,6.35123954751026,0.823359832532953,0.397441287861068,1.27345165587715,11.725526715429,18.9554059764184,0.702844679674098,0.302724756834053,4.20734172689284,3.17143918414119,0.883665414731228,1.58022667328421
1,1,9.47686268891495,17.8276392128719,0.605112989789245,0.263467795798245,2.77043861027258,2.02321712748053,0.571089457798217,1.28418120630844,11.474548361808,21.4615854903506,0.667303768652913,0.413464227652735,2.4691674925752,2.08583946334388,0.307474138172988,1.37785231745544,8.1965474849525,26.7241422024909,0.387916931462624,0.290469819626923,0.500053263528677,2.86610241400389,0.310161419377936,1.10374577256018,10.4662516602306,21.9661357303064,0.698355002050366,0.351926393877073,4.26612393212867,5.1915051579165,0.803263885220551,1.6022644941688,9.83667120002829,21.6015459015475,0.913761178018584,0.3570318415233,6.6249287966453,4.68570187490377,0.0843088745921985,1.17292625233619
