sub_idx,resp_idx,sensor_idx,cf_alpha,cf_beta,pw_alpha,pw_beta,bw_alpha,bw_beta,off,exp
1,1,Frontal,11.93716611,26.90230996,0.278312188,0.209006109,4.097454359,12,1.246249223,1.678346226
1,1,Frontal,10.68474703,15.58050445,0.198302484,0.335649518,7.531964937,0.50006842,0.598467202,1.319810564
1,1,Frontal,11.02713675,26.09207755,0.657002853,0.210972128,5.610449248,9.246883496,0.217978792,1.035055294
1,1,Frontal,11.56926741,17.42561982,0.653982076,0.455584696,3.460011564,2.648913388,1.180681189,1.844289025
1,1,Frontal,10.61079215,15.17301858,0.965935685,0.572701465,6.139767029,5.061492645,1.078819078,1.695746033
1,1,Frontal,10.66152293,21.50033102,0.642769905,0.464581183,4.724354065,5.225448205,0.866160132,1.450333311
1,1,Frontal,9.67503533,17.3280115,0.576978988,0.269971789,4.688330401,2.776934552,1.18834971,1.754698085
1,1,Frontal,10.59630233,23.71262673,0.456397297,0.492586082,3.614863919,5.222604134,1.868076778,2.283041189
1,1,Frontal,9.840708618,23.66612604,0.795586573,0.24728988,6.640071615,1.484887885,1.162779672,1.721571288
1,1,Frontal,10.96874363,21.99531865,0.550701945,0.619360008,4.067044921,8.601160161,0.995064849,1.69557522
1,1,Frontal,9.026742718,24.60357649,0.588889798,0.394961429,4.430217578,5.676241745,1.298074711,1.967335834
1,1,Frontal,8.281035818,26.59917227,0.506321634,0.360407654,0.648329307,2.696840157,1.216244791,1.844390934
1,1,Frontal,11.04865744,21.94962133,0.735394074,0.364392168,4.781217343,1.21154621,1.234897152,1.915689285
1,1,Frontal,9.33133894,26.42313706,0.421278259,0.274074704,2.834785926,1.182029564,0.588941302,1.482187373
1,1,Frontal,9.030066272,23.86451739,0.494389479,0.443738544,2.57054196,3.420485156,0.71864196,1.500647512
1,1,Frontal,10.91203819,23.29204967,0.634682707,0.376008407,3.98319747,5.021244474,1.232430219,1.8830496
1,1,Frontal,11.04739845,22.66314333,0.817717144,0.368093096,4.803977656,5.346329763,0.727818586,1.50134556
1,1,Frontal,11.95894045,21.35077622,0.598911119,0.24832184,4.835989522,6.679529739,0.477772284,1.211462849
1,1,Frontal,9.171844166,19.11577685,0.486695412,0.35775822,1.87205979,0.568845201,0.763837482,1.443441361
1,1,Frontal,8.949304422,17.58229267,0.613344975,0.33041651,2.406885385,4.754523005,0.874603146,1.555877628
1,1,Frontal,11.19779162,27.9037562,0.919280608,0.405185221,5.030503327,3.337422755,0.861588276,1.614237421
1,1,Frontal,11.26636238,26.26060164,0.897582659,0.458942299,4.77496404,4.265887748,1.235064556,1.734517551
1,1,Frontal,10.7152795,26.53938354,0.453714143,0.269095819,3.408856882,3.803549853,0.961730458,1.483565154
1,1,Frontal,10.00262324,22.35729907,0.45524511,0.431424657,3.947730716,1.71358615,0.868024866,1.21161387
1,1,Frontal,11.40878725,17.71577359,0.691121186,0.615519842,3.903004603,6.125307855,1.694834492,2.15016701
1,1,Frontal,11.02796506,19.84181343,0.486493189,0.318562226,3.539390844,3.676897337,2.10781012,2.320805906
1,1,Frontal,10.26304949,20.31031979,0.690334842,0.430813234,5.930019944,3.052594264,0.138538754,1.147271876
1,1,Frontal,11.79927303,15.87889282,0.590210426,0.555427914,3.764375541,1.760472021,1.841416331,2.013507841
1,1,Frontal,9.52102836,21.63275481,0.564582288,0.253275606,2.046110794,4.560004455,1.556441619,1.901606134
1,1,Frontal,10.86959577,28.81268344,0.495636409,0.419994398,4.613428764,0.500000095,2.174979441,2.43036693
1,1,Frontal,9.985093877,16.78653152,0.613355165,0.463599988,3.581153018,1.501545647,1.578807339,2.027542786
1,1,Frontal,10.14838959,16.86032114,0.793192657,0.759601707,5.717503212,1.361842362,0.661963845,1.460735311
1,1,Frontal,10.7585984,25.28049575,0.665669637,0.662507292,5.984931499,2.015257271,0.358125604,0.689204225
1,1,Frontal,10.20091805,21.94663435,0.56731545,0.329604432,3.66835819,0.523554648,1.239242275,1.834877015
1,1,Frontal,9.294285346,26.87712641,0.346566763,0.263613816,0.574871123,8.383775971,1.562340314,2.129466583
1,1,Frontal,11.6216585,23.64722349,0.449133775,0.189327476,3.302487096,1.636666977,1.23214973,1.783351078
1,1,Frontal,8.934502528,17.7132288,0.615247592,0.384191036,4.98571073,1.380717037,0.602250782,1.40250392
1,1,Frontal,8.157383561,18.85944541,0.735494051,0.335207734,1.083141321,6.143625839,0.329734087,1.103871197
1,1,Frontal,10.19495035,29.79561279,0.417526758,0.316110602,2.566739626,3.683463618,0.919163009,1.505868433
1,1,Frontal,9.70924669,27.15044181,0.329909746,0.243316743,4.335162495,3.279614858,0.877508852,1.51824703
1,1,Frontal,11.03346376,28.82726296,0.740180656,0.420299079,5.302570501,4.563907349,0.761543327,1.481819631
1,1,Frontal,11.87910678,24.65584453,0.246612332,0.289303322,4.292891192,2.112823643,1.228518446,1.736037097
1,1,Frontal,11.02712831,25.60063006,0.628634828,0.350877487,6.105121814,1.357845454,1.936065241,2.111282807
1,1,Frontal,8.363297461,25.76353541,0.715056454,0.357771133,4.804085886,4.310086368,0.254595403,1.298190614
1,1,Frontal,8.973777816,18.76670927,0.613755073,0.408137747,3.410662212,3.608390202,0.563415496,1.263774453
1,1,Frontal,10.5414837,27.63983814,0.718786337,0.508126434,6.094583904,12,1.108250835,1.832342642
1,1,Frontal,10.43504156,20.95449549,0.340988762,0.500403378,4.096462396,0.587150262,1.239762863,1.607252046
1,1,Frontal,11.32063201,19.39474375,0.851715658,0.526812918,4.948592672,4.043870645,0.164928006,0.921324657
2,1,Frontal,10.48075462,17.48892158,0.477251717,0.779104421,4.180319258,6.271299609,0.896970834,1.462785417
2,1,Frontal,9.858740329,19.49469864,0.381056648,0.380100497,2.97134802,0.500350713,0.819139452,1.270789537
2,1,Frontal,11.51088701,19.81042745,0.845265413,0.815424719,6.550630811,7.839063374,0.226744001,0.9038752
2,1,Frontal,9.429045361,20.51249697,0.393708622,0.520214296,2.39700548,2.526512648,1.437437064,1.935148679
2,1,Frontal,11.17791328,20.44528195,0.441964684,0.839162533,4.979153166,9.654264074,1.02952206,1.668445335
2,1,Frontal,9.304927691,17.65627515,0.410027028,0.736519415,3.445943299,3.576229162,1.217144512,1.722895614
2,1,Frontal,8.826386982,19.04556833,0.863078269,1.014459001,5.284951301,11.81096032,0.884013507,1.765761073
2,1,Frontal,11.51205078,20.91351955,0.820901759,0.595962556,6.074019361,5.956237171,0.98833697,1.566863166
2,1,Frontal,9.458257783,24.55664417,0.226219198,0.489928624,0.72277486,7.60919039,0.526350172,1.111705671
2,1,Frontal,11.17358922,15.57110111,0.213865614,0.639731613,2.170617054,3.177756224,0.967972348,1.548177708
2,1,Frontal,8.700130667,18.65759807,0.738189564,0.859773998,6.351915894,7.669727475,-0.212352363,0.648001566
2,1,Frontal,10.75949526,22.27662407,0.975877143,0.593901401,7.989380701,12,0.304074412,1.095886219
2,1,Frontal,9.074200572,20.24155302,0.454917017,0.964993389,3.626013283,11.25289778,1.306287945,1.671460891
2,1,Frontal,11.69429026,21.01965793,0.529551866,0.82964634,5.175152831,6.422899824,1.370699459,1.742503001
2,1,Frontal,11.37147652,15.28052192,0.376797823,0.559265784,4.065449458,1.382975763,0.58716684,1.201526086
2,1,Frontal,9.150671893,23.66530936,0.997648548,0.437052675,6.316952273,3.699711787,0.03228555,0.84326586
2,1,Frontal,10.78590629,16.41795562,0.404406918,0.328412704,2.437694644,5.918112626,0.651143234,1.227134826
2,1,Frontal,11.27779659,19.0270736,0.702286921,0.982572433,6.50683874,10.31279707,0.718713664,1.512285804
2,1,Frontal,9.533062275,17.28777929,0.66435322,0.794944252,6.296913057,5.825059507,0.789993336,1.467123105
2,1,Frontal,10.51483426,17.45784843,0.552504174,0.823724194,4.834337063,8.438822413,0.512874449,1.065734707
2,1,Frontal,9.250712957,20.10454019,0.542090893,0.573114888,5.036706553,8.98772009,0.724271023,1.489490868
2,1,Frontal,11.31873293,22.16354058,0.844671014,0.7608797,5.121022576,9.180864046,0.876444725,1.370341195
2,1,Frontal,9.248502015,20.59087832,0.532747582,0.463497386,0.585763318,0.500000474,1.106582251,1.743473323
2,1,Frontal,9.341556841,15.64044024,0.531383451,0.966959333,3.326715162,5.720352204,1.384367583,1.907358137
2,1,Frontal,11.70989908,20.05000447,0.357418576,0.522865757,6.204111259,2.530382204,1.425101624,1.736162942
2,1,Frontal,11.36919457,15.34955048,0.67868228,0.763706541,2.822164857,4.239309853,1.521833461,2.071506374
2,1,Frontal,11.74629204,15.47697061,0.631358536,0.980792455,1.793005852,0.965934203,0.501029991,1.093255831
2,1,Frontal,11.35176554,24.40713636,0.334416488,1.284554692,3.896373074,10.76495793,0.654404686,1.303710033
2,1,Frontal,10.19155921,25.00416122,0.715914242,0.574896244,2.042398765,9.212025339,0.609581583,1.396805079
2,1,Frontal,8.859995442,17.76257112,0.501738458,0.614328085,3.788806243,2.724148682,1.316732838,1.914133738
2,1,Frontal,11.52041315,15.1710486,0.657880852,0.769247688,5.947050492,0.59613751,0.285417619,1.199820177
2,1,Frontal,11.84698222,23.19943742,0.712726387,0.710799561,5.216126341,12,0.727012959,1.369020302
2,1,Frontal,10.45202253,20.34839879,0.293928438,0.637783713,1.07664437,9.714856046,1.161182096,1.56527805
2,1,Frontal,10.38568249,22.06078845,0.55052804,0.791744347,4.077461998,8.414493408,0.534456237,1.269424568
2,1,Frontal,9.341989749,24.11947511,0.729604148,0.610214201,7.888947317,12,0.48751526,1.280280737
2,1,Frontal,11.50330277,15.85231521,0.755309893,0.755355936,5.681075851,1.919406862,1.934301873,2.153265456
2,1,Frontal,11.46483218,19.1652704,0.561730533,0.960550599,5.716674935,2.127692284,0.910021616,1.447496099
2,1,Frontal,9.739963748,22.01949746,0.722249006,0.505264593,4.183263812,4.877405734,0.991306268,1.530497157
2,1,Frontal,11.47894186,17.48444267,1.158348496,0.998330421,4.893785648,7.965121919,0.61698654,1.354604866
2,1,Frontal,10.21839445,22.1751081,0.347119229,0.849386352,0.586549576,8.428612394,0.873466039,1.505320824
2,1,Frontal,11.71314949,28.43030134,0.543602312,0.469903115,8.599217479,7.665117207,0.002216179,0.879270922
2,1,Frontal,11.28626592,24.47470532,1.097018287,0.913194678,8.404479618,9.146123661,0.54214758,1.256904799
2,1,Frontal,8.155767041,15.51873473,0.335610691,0.923684385,4.763258419,1.645184312,0.236171127,1.124061816
2,1,Frontal,11.73561181,22.9592184,0.947970852,0.742646725,6.300710352,6.694346225,0.722362809,1.339908299
2,1,Frontal,11.98839726,23.3386036,0.617963084,0.837396178,4.821364155,9.07758071,0.612606786,1.484459073
2,1,Frontal,10.8285975,19.65372438,0.334765515,1.006178779,1.915905277,9.081039389,0.251538801,0.890873967
2,1,Frontal,11.89399254,15.10032609,0.347593567,0.315797082,5.000748423,0.551989357,0.288022461,0.882184769
2,1,Frontal,11.19149137,15.40758142,0.457135996,0.830063899,0.640932288,5.436154427,0.426055772,0.974012436
2,1,Frontal,10.48344992,15.56985024,0.576073634,0.713382201,1.682435236,8.920822809,0.437353753,1.070493356
2,1,Frontal,10.33320893,16.41631888,0.131687489,0.484199805,0.500284256,2.490800366,0.421763777,0.92236024
2,1,Frontal,10.23672591,23.99331462,0.442796859,0.872925842,4.347492505,11.85998668,0.575710785,1.334696055
2,1,Frontal,11.32465266,25.34663151,0.50506287,0.775013379,6.524115906,12,-0.329448996,0.715846834
2,1,Frontal,8.439096503,15.23014286,0.403887141,0.395330569,4.951072889,4.785939358,0.423559454,1.157967347
2,1,Frontal,10.8792354,19.96614225,0.502805397,0.703347624,2.098854142,7.208431168,0.139698808,0.819895784
2,1,Frontal,9.209105222,21.38242278,0.452827448,0.868057972,1.390313935,5.511622755,1.176694774,1.808538916
2,1,Frontal,9.336900495,18.47277816,0.197435641,0.233635667,3.805290934,3.547523647,0.12500154,0.800730114
2,1,Frontal,11.28522687,26.366782,0.338860732,0.512277947,4.489293438,12,0.670028645,1.309530322
2,1,Frontal,10.45611562,20.50532227,0.501096207,1.320210009,3.022306184,7.401458522,0.46769556,1.055816964
2,1,Frontal,10.71719822,27.86080364,0.492575731,0.61997542,8.037194097,5.864081907,0.4080767,1.044370371
2,1,Frontal,11.04903738,15.50368485,0.450096843,0.874653881,2.37437964,5.482860912,1.031889007,1.557928625
2,1,Frontal,11.96953356,18.04671838,0.613676264,0.568640731,4.240392011,6.943670806,0.95137753,1.596315221
2,1,Frontal,8.662552349,16.18673121,0.281513164,0.627177165,2.102242505,3.273345967,0.576331959,1.210121204
2,1,Frontal,9.438598006,19.71825091,0.328662148,0.728448112,2.558823477,6.144815821,1.222142962,1.560542842
2,1,Frontal,8.886168347,17.62621399,0.665797137,0.926978844,6.259798637,12,-0.553991867,0.424577397
2,1,Frontal,11.88161923,20.18777553,0.420795711,0.830353417,5.110114884,4.515901083,1.170398087,1.592460977
2,1,Frontal,11.58168667,23.26142751,0.436713646,0.864125952,7.589358767,11.10188895,0.612613648,1.235129145
2,1,Frontal,9.909935147,25.14841852,0.644369248,0.609569988,5.427527974,4.823221326,0.405215875,1.059414539
2,1,Frontal,10.71152906,19.58436542,1.048502386,1.210773038,5.634872354,9.630518787,-0.129079732,0.688619726
2,1,Frontal,11.49282137,20.6292799,0.394586297,0.729597902,4.835925365,5.435695525,1.097877203,1.538480084
2,1,Frontal,8.854096942,24.56454754,0.63018356,0.545933915,5.886168288,8.907619682,-0.404710147,0.513735858
2,1,Frontal,11.91785869,17.49160778,0.402891307,0.407884094,4.646361822,3.130726439,1.053375415,1.628818322
2,1,Frontal,10.41604141,17.43124014,0.79484838,0.960437761,4.078200623,8.610453383,1.086450897,1.880872217
2,1,Frontal,10.99040855,22.5785879,0.615034657,1.095917669,4.030001319,9.910488948,0.939658813,1.743114603
2,1,Frontal,10.64850508,17.06767776,0.12449089,0.370762198,4.206602898,3.253070143,0.570850082,1.242950782
3,1,Frontal,9.726751611,15.17567236,0.285745193,0.225117674,1.823252642,0.555475167,1.204877916,1.705144518
3,1,Frontal,9.850227496,17.40215935,0.387149568,0.323377122,2.169283,1.727877657,1.13181615,1.755568091
3,1,Frontal,8.700130667,18.65759807,0.738189564,0.859773998,6.351915894,7.669727475,-0.212352363,0.648001566
3,1,Frontal,10.75949526,22.27662407,0.975877143,0.593901401,7.989380701,12,0.304074412,1.095886219
3,1,Frontal,9.074200572,20.24155302,0.454917017,0.964993389,3.626013283,11.25289778,1.306287945,1.671460891
3,1,Frontal,11.69429026,21.01965793,0.529551866,0.82964634,5.175152831,6.422899824,1.370699459,1.742503001
3,1,Frontal,11.37147652,15.28052192,0.376797823,0.559265784,4.065449458,1.382975763,0.58716684,1.201526086
3,1,Frontal,9.150671893,23.66530936,0.997648548,0.437052675,6.316952273,3.699711787,0.03228555,0.84326586
3,1,Frontal,10.78590629,16.41795562,0.404406918,0.328412704,2.437694644,5.918112626,0.651143234,1.227134826
3,1,Frontal,11.27779659,19.0270736,0.702286921,0.982572433,6.50683874,10.31279707,0.718713664,1.512285804
3,1,Frontal,9.533062275,17.28777929,0.66435322,0.794944252,6.296913057,5.825059507,0.789993336,1.467123105
3,1,Frontal,10.51483426,17.45784843,0.552504174,0.823724194,4.834337063,8.438822413,0.512874449,1.065734707
3,1,Frontal,9.250712957,20.10454019,0.542090893,0.573114888,5.036706553,8.98772009,0.724271023,1.489490868
3,1,Frontal,11.31873293,22.16354058,0.844671014,0.7608797,5.121022576,9.180864046,0.876444725,1.370341195
3,1,Frontal,10.25494317,17.38120349,0.364981361,0.490196133,2.897403521,1.614622104,1.135062917,1.862849912
3,1,Frontal,9.542331363,28.61362527,0.297866427,0.60055945,0.927333616,4.734560772,1.812600594,2.27685109
3,1,Frontal,8.318091674,21.96571823,0.379907604,0.46529707,0.538833329,6.90348278,0.797333553,1.409581855
3,1,Frontal,8.076986306,19.22395751,0.378262717,0.536717149,2.905098899,3.925721993,1.141095484,1.904343409
3,1,Frontal,11.35066702,24.80705435,0.373051353,0.408330835,3.782080846,3.802819409,1.11208043,1.809401456
3,1,Frontal,9.394629588,24.80803422,0.371543517,0.33934718,0.580370182,0.5,1.959636959,2.244214566
3,1,Frontal,10.38568249,22.06078845,0.55052804,0.791744347,4.077461998,8.414493408,0.534456237,1.269424568
3,1,Frontal,9.341989749,24.11947511,0.729604148,0.610214201,7.888947317,12,0.48751526,1.280280737
3,1,Frontal,11.50330277,15.85231521,0.755309893,0.755355936,5.681075851,1.919406862,1.934301873,2.153265456
3,1,Frontal,11.46483218,19.1652704,0.561730533,0.960550599,5.716674935,2.127692284,0.910021616,1.447496099
3,1,Frontal,9.739963748,22.01949746,0.722249006,0.505264593,4.183263812,4.877405734,0.991306268,1.530497157
3,1,Frontal,11.47894186,17.48444267,1.158348496,0.998330421,4.893785648,7.965121919,0.61698654,1.354604866
3,1,Frontal,10.21839445,22.1751081,0.347119229,0.849386352,0.586549576,8.428612394,0.873466039,1.505320824
3,1,Frontal,11.71314949,28.43030134,0.543602312,0.469903115,8.599217479,7.665117207,0.002216179,0.879270922
3,1,Frontal,11.28626592,24.47470532,1.097018287,0.913194678,8.404479618,9.146123661,0.54214758,1.256904799
3,1,Frontal,8.155767041,15.51873473,0.335610691,0.923684385,4.763258419,1.645184312,0.236171127,1.124061816
3,1,Frontal,11.73561181,22.9592184,0.947970852,0.742646725,6.300710352,6.694346225,0.722362809,1.339908299
3,1,Frontal,11.32465266,25.34663151,0.50506287,0.775013379,6.524115906,12,-0.329448996,0.715846834
3,1,Frontal,8.439096503,15.23014286,0.403887141,0.395330569,4.951072889,4.785939358,0.423559454,1.157967347
3,1,Frontal,10.8792354,19.96614225,0.502805397,0.703347624,2.098854142,7.208431168,0.139698808,0.819895784
3,1,Frontal,9.209105222,21.38242278,0.452827448,0.868057972,1.390313935,5.511622755,1.176694774,1.808538916
3,1,Frontal,9.846094808,15.96648288,0.379367107,0.350167856,1.553737023,6.010723206,1.283439297,1.977188411
4,1,Frontal,9.400324645,27.23053623,0.714989031,0.308234914,4.831491,8.387880386,0.845587488,1.842640533
4,1,Frontal,11.77906709,23.53193664,0.365427427,0.326613283,3.571833735,3.025547985,0.638166993,1.65447635
4,1,Frontal,8.29805768,15.12636915,0.207144669,0.183543946,3.084981151,0.564248913,0.518810499,1.366222736
4,1,Frontal,10.99521916,15.73137498,0.379262379,0.384742954,1.425535396,2.279570116,0.474283101,1.248235909
4,1,Frontal,10.30773821,28.13208173,0.331887023,0.310693234,0.500020968,5.563373175,0.772528625,1.477234381
4,1,Frontal,11.48149689,17.39009567,0.494082909,0.347622765,4.94655304,5.654089688,0.241544029,1.267964817
4,1,Frontal,10.97832105,21.15291206,0.263843625,0.376815389,4.909629938,4.073262646,0.453211474,1.45924703
4,1,Frontal,9.23940842,21.47839114,0.21199575,0.277609878,0.547182604,4.131556671,0.308123178,1.220720164
4,1,Frontal,9.964601549,21.50832811,0.347634482,0.391687952,3.413447108,1.971428137,0.789657308,1.603685082
4,1,Frontal,9.118256585,20.72047584,0.492497668,0.476863144,4.151141928,8.669923611,0.918374654,1.63498785
4,1,Frontal,8.700130667,18.65759807,0.738189564,0.859773998,6.351915894,7.669727475,-0.212352363,0.648001566
4,1,Frontal,10.75949526,22.27662407,0.975877143,0.593901401,7.989380701,12,0.304074412,1.095886219
4,1,Frontal,9.074200572,20.24155302,0.454917017,0.964993389,3.626013283,11.25289778,1.306287945,1.671460891
4,1,Frontal,11.69429026,21.01965793,0.529551866,0.82964634,5.175152831,6.422899824,1.370699459,1.742503001
4,1,Frontal,11.37147652,15.28052192,0.376797823,0.559265784,4.065449458,1.382975763,0.58716684,1.201526086
4,1,Frontal,9.150671893,23.66530936,0.997648548,0.437052675,6.316952273,3.699711787,0.03228555,0.84326586
4,1,Frontal,10.78590629,16.41795562,0.404406918,0.328412704,2.437694644,5.918112626,0.651143234,1.227134826
4,1,Frontal,11.27779659,19.0270736,0.702286921,0.982572433,6.50683874,10.31279707,0.718713664,1.512285804
4,1,Frontal,9.533062275,17.28777929,0.66435322,0.794944252,6.296913057,5.825059507,0.789993336,1.467123105
4,1,Frontal,10.51483426,17.45784843,0.552504174,0.823724194,4.834337063,8.438822413,0.512874449,1.065734707
4,1,Frontal,9.250712957,20.10454019,0.542090893,0.573114888,5.036706553,8.98772009,0.724271023,1.489490868
4,1,Frontal,11.31873293,22.16354058,0.844671014,0.7608797,5.121022576,9.180864046,0.876444725,1.370341195
4,1,Frontal,11.7316987,17.32071332,0.227611946,0.240028153,7.187945193,1.573143022,0.799587953,1.428715892
4,1,Frontal,8.358386249,25.37523227,0.327171171,0.475955672,2.238966939,5.449773799,0.623015021,1.479945817
4,1,Frontal,10.44504953,22.64220726,0.304421946,0.362801548,1.794157933,3.574216825,0.815048681,1.520547974
4,1,Frontal,8.358708978,18.23311426,0.2050732,0.207829804,3.927848844,3.86044096,0.627966716,1.259889819
4,1,Frontal,10.32751897,25.00662359,0.214535823,0.231185049,0.500096419,4.486202338,0.839562618,1.329540357
4,1,Frontal,11.89045146,21.22873669,0.215864576,0.237114549,0.938840135,2.008038329,0.494270291,1.210336708
4,1,Frontal,8.484843285,18.89041064,0.337487775,0.432930296,2.326277133,6.832723418,0.367467929,1.271677544
4,1,Frontal,8.174633738,15.42143504,0.345723193,0.277907337,0.639691093,1.930300235,0.801186804,1.531627391
4,1,Frontal,11.18015754,19.34788025,0.226023691,0.192762625,1.492856147,5.16068367,1.02202972,1.705110153
4,1,Frontal,10.95325707,26.07605605,0.591625463,0.471996814,4.982180335,3.76443297,1.140488547,1.714795377
4,1,Frontal,10.28304546,15.18593234,0.332619554,0.299210834,0.501513464,1.006625048,0.707142702,1.539400012
4,1,Frontal,9.658515994,15.26884009,0.519896465,0.311928168,3.001626176,2.051838945,-0.113937273,0.65054053
4,1,Frontal,8.394270469,16.58829941,0.561953272,0.310818489,2.011866235,1.236678854,0.306648588,1.158460102
4,1,Frontal,10.38568249,22.06078845,0.55052804,0.791744347,4.077461998,8.414493408,0.534456237,1.269424568
4,1,Frontal,9.341989749,24.11947511,0.729604148,0.610214201,7.888947317,12,0.48751526,1.280280737
4,1,Frontal,11.50330277,15.85231521,0.755309893,0.755355936,5.681075851,1.919406862,1.934301873,2.153265456
4,1,Frontal,11.46483218,19.1652704,0.561730533,0.960550599,5.716674935,2.127692284,0.910021616,1.447496099
4,1,Frontal,9.739963748,22.01949746,0.722249006,0.505264593,4.183263812,4.877405734,0.991306268,1.530497157
4,1,Frontal,11.47894186,17.48444267,1.158348496,0.998330421,4.893785648,7.965121919,0.61698654,1.354604866
4,1,Frontal,10.21839445,22.1751081,0.347119229,0.849386352,0.586549576,8.428612394,0.873466039,1.505320824
