sub_idx,resp_idx,sensor_idx,cf_alpha,cf_beta,pw_alpha,pw_beta,bw_alpha,bw_beta,off,exp
16,0,Frontal,10.74676092,23.14747598,0.656168239,0.45138879,4.995652192,5.684339077,0.595233776,1.732468243
16,0,Frontal,11.62506758,19.1419526,0.228182074,0.880156348,4.535348506,6.463116961,0.797228076,1.827131325
16,0,Frontal,9.098966237,19.9247703,0.398414165,0.418767768,2.01198911,5.09207187,1.240841934,2.052281415
16,0,Frontal,9.718360057,16.66077832,0.623107033,0.560823267,3.674086352,5.832678169,1.050264127,2.044452656
16,0,Frontal,9.023780826,17.37469548,0.582467924,0.717667005,4.941395293,1.50643539,-0.301926016,1.007693898
16,0,Frontal,8.800363525,15.36703528,0.427492304,0.189927601,3.070873371,1.183673154,0.850470555,1.7675244
16,0,Frontal,10.29942636,19.94041211,0.337895762,0.372452115,2.568695116,7.518102633,0.617519515,1.698931752
16,0,Frontal,8.325675463,19.9863752,0.205166909,0.550478547,6.253652746,0.520180456,0.136079805,0.805322525
16,0,Frontal,11.23316144,25.42383907,0.445645708,0.816209165,3.104436201,10.58453244,0.759177686,1.367956653
16,0,Frontal,10.33165099,23.51159484,0.682778751,0.352727497,4.32746984,12,0.758858038,1.883384111
16,0,Frontal,8.534418907,20.63187929,0.323234293,0.719267668,1.683531133,5.846281192,0.811748254,2.065440508
16,0,Frontal,8.725091915,19.05442022,0.704905565,0.590114942,5.5774567,11.99999963,0.786555929,1.926653873
17,0,Frontal,10.63944636,16.85153889,0.490146953,0.374300402,2.023909775,0.904978624,0.416579735,1.533005065
17,0,Frontal,9.776179932,19.43995701,0.43059045,0.528324844,7.360811126,5.363931574,0.097971161,1.361153598
17,0,Frontal,10.55065307,17.49870805,0.22775968,0.370739746,7.073638248,3.372867031,-0.829282212,0.953553617
17,0,Frontal,8.690880163,23.65579535,0.669599595,0.198431577,6.011328631,3.766081609,-0.767593661,0.566270362
17,0,Frontal,10.29942636,19.94041211,0.337895762,0.372452115,2.568695116,7.518102633,0.617519515,1.698931752
17,0,Frontal,9.216998652,16.07175582,0.495138427,0.672151987,5.061820972,0.544268155,-0.05437335,1.379123792
17,0,Frontal,9.556861601,17.37662855,0.216809253,0.622724191,1.755860006,4.750742368,0.596219631,1.293582061
17,0,Frontal,10.02284747,22.06390348,0.557175831,0.518018608,6.292649965,4.832455126,-0.011120417,0.761564417
17,0,Frontal,11.72784991,15.55444512,0.409738884,0.365819141,3.209033311,2.139027315,1.029219892,1.646600071
17,0,Frontal,11.23033854,25.30124817,0.61149221,0.875571038,4.472926138,5.264249891,-0.004112805,0.822814268
17,0,Frontal,11.73148203,24.14574505,0.642620936,0.668613102,4.416581304,11.26324538,0.667185368,1.269545919
17,0,Frontal,11.6018536,23.01818695,0.529061341,0.513729857,3.852215127,5.486635318,0.943781821,1.837868722
17,0,Frontal,8.25583537,16.03707011,0.355263934,0.319522351,2.103468655,0.595952256,-0.213397837,0.735062576
17,0,Frontal,9.43093656,18.74589854,0.587895976,0.801501895,6.025286046,6.035869957,0.097774158,1.489325126
17,0,Frontal,11.1352287,15.55697697,0.338622709,0.279128799,3.729674504,1.379631677,0.773200585,1.509453255
17,0,Frontal,10.27586703,22.05905793,0.411821639,0.524853173,2.290075038,3.365580005,-0.422314973,0.649213282
17,0,Frontal,11.05378462,18.74596181,0.404703665,0.243800167,3.079460761,3.991738075,-0.353419348,0.668708722
17,0,Frontal,10.51416768,27.66627817,0.456990155,0.198871735,4.913908919,5.751421884,0.218899724,1.152066891
17,0,Frontal,11.91544309,15.31818515,0.344001897,0.644359843,1.608865654,2.034887484,-0.49158685,0.712720927
18,0,Frontal,8.388385259,19.87183784,0.436284533,0.369263478,6.5642103,4.194882118,0.20650687,0.797287483
18,0,Frontal,8.262690808,16.22888073,0.23644082,0.383447567,1.179219433,1.398780415,-0.273848444,0.546084847
18,0,Frontal,10.31834537,16.7918593,0.272825049,0.334336193,2.950977989,1.349751284,0.858751317,1.296964455
18,0,Frontal,10.63944636,16.85153889,0.490146953,0.374300402,2.023909775,0.904978624,0.416579735,1.533005065
18,0,Frontal,8.025209921,15.91822958,0.224939049,0.431089782,4.283681796,6.667236818,0.432509883,1.052970099
18,0,Frontal,9.339677475,20.50525441,0.714688031,0.347410718,2.815812077,4.085168065,0.614277614,1.129583442
18,0,Frontal,9.908558916,17.31114288,0.188047884,0.338601378,3.971187137,4.275300303,0.702135177,1.023702318
18,0,Frontal,9.776179932,19.43995701,0.43059045,0.528324844,7.360811126,5.363931574,0.097971161,1.361153598
18,0,Frontal,8.336957649,23.14450883,0.334140698,0.526291057,1.561965786,7.398217348,0.354409317,0.90056848
18,0,Frontal,10.16762657,21.29474887,0.358153707,0.286969415,0.553544713,2.15988123,0.188773723,0.860826574
18,0,Frontal,9.261666686,18.06089523,0.298560475,0.413784715,3.249649101,3.274476593,0.916120491,1.277732657
18,0,Frontal,9.480199356,21.11591731,0.379305205,0.458934121,11.33567551,4.738507826,0.233160674,0.860260495
18,0,Frontal,9.235803275,21.42431262,0.386629987,0.293853873,2.022157475,4.307206183,0.148239678,0.758456363
18,0,Frontal,10.55065307,17.49870805,0.22775968,0.370739746,7.073638248,3.372867031,-0.829282212,0.953553617
18,0,Frontal,8.340567861,23.04594431,0.36175776,0.561755222,1.587419485,7.953551918,0.361155532,0.925402159
18,0,Frontal,9.553327024,23.17456881,0.235648668,0.254255385,4.719494916,4.115715989,0.216414348,0.848600774
18,0,Frontal,9.444774281,18.0441526,0.309788562,0.423421941,3.234378275,3.613009148,0.919095208,1.289880662
18,0,Frontal,9.129057634,21.13938196,0.383249365,0.290144633,1.814361132,4.671219512,0.101285194,0.730821083
18,0,Frontal,8.690880163,23.65579535,0.669599595,0.198431577,6.011328631,3.766081609,-0.767593661,0.566270362
18,0,Frontal,11.93127736,16.60098624,0.555458785,0.493025571,5.826799681,1.416777732,-0.700126785,0.619721807
18,0,Frontal,10.29942636,19.94041211,0.337895762,0.372452115,2.568695116,7.518102633,0.617519515,1.698931752
18,0,Frontal,8.899660138,18.61519013,0.325088269,0.266323237,8.314573083,4.351811371,-0.437467289,0.628703876
18,0,Frontal,9.524666772,24.4213235,0.151962492,0.136820958,1.220379196,0.5,-0.331799633,0.842032188
18,0,Frontal,8.032418055,17.85974081,0.525193838,0.630300943,6.050634628,12,-0.039599125,1.114641987
18,0,Frontal,8.350863604,16.54609508,0.409554088,0.461801213,2.420604501,1.565554439,-0.545912183,0.750167768
18,0,Frontal,9.216998652,16.07175582,0.495138427,0.672151987,5.061820972,0.544268155,-0.05437335,1.379123792
18,0,Frontal,9.911617187,19.54853527,0.40270122,0.283283909,5.908241933,0.500000027,0.539759388,1.299460945
18,0,Frontal,10.54818008,16.8570147,0.265477485,0.549298161,4.579514509,4.264032215,0.836768348,1.493338172
18,0,Frontal,10.75846375,18.49531931,0.248378739,0.356118634,7.70459747,5.955316468,-0.14102222,0.846160889
18,0,Frontal,9.743080161,19.0971156,0.412599304,0.524097605,5.425587245,8.656162956,0.859520945,1.486775877
18,0,Frontal,11.23033854,25.30124817,0.61149221,0.875571038,4.472926138,5.264249891,-0.004112805,0.822814268
18,0,Frontal,11.73148203,24.14574505,0.642620936,0.668613102,4.416581304,11.26324538,0.667185368,1.269545919
18,0,Frontal,11.6018536,23.01818695,0.529061341,0.513729857,3.852215127,5.486635318,0.943781821,1.837868722
18,0,Frontal,8.25583537,16.03707011,0.355263934,0.319522351,2.103468655,0.595952256,-0.213397837,0.735062576
18,0,Frontal,9.43093656,18.74589854,0.587895976,0.801501895,6.025286046,6.035869957,0.097774158,1.489325126
18,0,Frontal,10.17576503,16.88514672,0.235651955,0.384725139,0.501149015,4.751540918,0.711093773,1.324680597
18,0,Frontal,9.919861501,24.18663113,0.403917666,0.259695891,6.615303806,4.50902234,0.271391752,1.069356103
18,0,Frontal,11.73473988,21.30876668,0.816383865,0.281110218,7.753925249,4.699039382,0.488552584,1.360452761
18,0,Frontal,10.27586703,22.05905793,0.411821639,0.524853173,2.290075038,3.365580005,-0.422314973,0.649213282
18,0,Frontal,11.05378462,18.74596181,0.404703665,0.243800167,3.079460761,3.991738075,-0.353419348,0.668708722
18,0,Frontal,10.51416768,27.66627817,0.456990155,0.198871735,4.913908919,5.751421884,0.218899724,1.152066891
1,1,Central,10.7912718,15.65794685,0.368888493,0.334339174,5.138920402,2.4273773,0.079176952,1.093813222
1,1,Central,10.3812948,23.729598,0.484287878,0.762805941,4.201283873,4.597523067,0.817531974,1.36258628
1,1,Central,9.850659713,15.22564284,0.206803282,0.267475301,2.37970124,0.536012842,0.828731458,1.622137156
1,1,Central,10.76385499,21.93788893,0.192033288,0.274061726,5.921664816,1.652453869,0.492936977,1.30558932
1,1,Central,8.974154931,27.82619886,0.768431958,0.224147026,5.350183658,3.35585787,-0.032450621,1.078359786
1,1,Central,9.968141304,26.43677006,0.448055461,0.419217626,2.75967121,5.52940103,1.097856249,1.977684091
1,1,Central,9.064938184,23.60207951,0.930686426,0.515746531,4.886951273,4.510723962,0.076793245,1.225182533
1,1,Central,11.36439463,18.22808444,0.926595697,0.70823192,3.604470914,5.374350318,0.819475024,1.592066139
1,1,Central,10.75208404,20.01645842,0.772022813,0.23644731,4.048727009,4.291868726,1.350426303,1.938936908
1,1,Central,11.47454836,21.46158549,0.667303769,0.413464228,2.469167493,2.085839463,0.307474138,1.377852317
1,1,Central,8.279892347,17.9091862,0.75941572,0.504075226,2.151271127,2.598099131,0.996957452,1.755529321
1,1,Central,10.01091895,17.56036572,0.502292392,0.220937536,4.729219822,4.400946591,0.70739433,1.634726298
1,1,Central,10.17605209,16.20482132,0.894527567,0.397450296,3.984426213,0.500006942,0.394218718,1.367297316
1,1,Central,10.50844408,27.61437359,0.660804032,0.331877976,3.581910767,4.695567334,0.28577341,0.886465921
1,1,Central,11.08903924,27.25816264,0.682807286,0.499945468,4.631476824,10.61213774,0.772791435,1.810025428
1,1,Central,9.065836665,20.10144568,1.162681282,0.525748879,3.696541798,5.32219089,0.640870716,1.581546543
1,1,Central,11.48640497,27.5121704,0.830578273,0.455428607,5.176834265,4.162346709,0.512835668,1.631912572
1,1,Central,10.88462047,21.07496348,1.158222191,0.48872422,6.359455485,4.513778519,0.407815741,1.569073543
1,1,Central,11.32970989,15.10045295,0.456493436,0.341786935,2.99695715,0.537183755,1.372880023,2.228020787
1,1,Central,10.24946527,15.3919572,0.361590449,0.539345258,1.534639928,1.566833762,1.453055007,2.239346273
1,1,Central,11.15014845,22.66444613,0.710962231,0.43750325,3.82175267,5.919882769,0.337981315,1.34291336
1,1,Central,10.06819931,21.92216513,0.62527725,0.413404339,5.992222442,3.593634218,0.837676345,1.662066304
1,1,Central,8.33157529,20.15280711,0.335941003,0.28924777,0.54215998,3.425152831,0.942018064,1.768170916
1,1,Central,9.452430251,23.37673364,0.487477099,0.443087232,7.809237959,3.784014626,0.426827557,1.274978893
1,1,Central,10.45737594,23.72662297,0.549658797,0.871390809,3.399874361,5.254352628,0.376593365,1.29563681
1,1,Central,8.041302748,25.1746878,0.922747565,0.475672525,1.282185234,4.292013376,-0.050046967,1.046628082
1,1,Central,11.42887148,26.21059439,0.630246454,0.492867379,3.927255279,5.231433774,0.380285046,1.314023388
1,1,Central,11.36171778,20.03908329,0.536975634,0.288579825,4.99853543,0.510055787,1.431084115,2.267758423
1,1,Central,9.900345499,29.71097629,0.344735716,0.278482569,2.009687449,5.652465902,0.194674366,1.251560937
1,1,Central,9.109899035,19.19007186,1.063941257,0.505464217,5.739876505,2.272264675,-0.068139591,1.123767112
1,1,Central,10.9638465,27.25553509,0.781592371,0.490965547,5.214946934,1.853981055,0.511220518,1.568705828
1,1,Central,9.0671408,20.99884939,1.059316398,0.545700543,3.510603498,4.408545628,0.649151454,1.578774642
1,1,Central,9.374904724,28.53942672,0.979157633,0.488883464,4.105902875,7.300400152,0.1868698,1.351843015
1,1,Central,9.896374977,25.11342027,0.718190167,0.403728561,4.087932445,6.752011801,0.767002728,1.612876223
1,1,Central,11.79828777,19.29662104,0.429902339,0.447834212,2.799960559,1.352947109,1.3298976,1.9735472
1,1,Central,11.84495398,25.51352564,0.389237905,0.208613095,6.067546942,2.379898106,-0.159800087,0.936812104
1,1,Central,10.02303416,21.60278171,0.969000395,0.381613637,6.322001714,6.398737329,0.110114294,1.270551139
1,1,Central,11.46802826,19.33481697,0.705240739,0.384259234,5.068325646,6.70431564,1.252069482,1.984745879
1,1,Central,11.0507103,23.56159212,0.496454985,0.430810204,4.316794696,4.179545909,1.788975456,2.34320601
1,1,Central,8.455237343,21.32758091,0.721818004,0.473222739,2.114287934,6.954998435,0.960358271,1.682582605
1,1,Central,10.62874142,20.70989666,0.504664145,0.403811852,4.214037853,6.262399221,0.746121664,1.62807956
1,1,Central,10.01040453,20.92515982,1.021076989,0.437657457,3.544577306,4.510193103,0.748557693,1.575440462
1,1,Central,11.34258482,19.48763621,0.441460487,0.227237532,2.845166139,3.024828269,1.174462002,1.983274452
1,1,Central,9.969434654,20.53749463,1.094506801,0.553134027,6.149922144,4.536813293,0.174674555,1.233876752
1,1,Central,8.755742574,26.89437754,0.673330481,0.377807654,2.838569689,7.426923546,0.576243861,1.633694033
1,1,Central,10.67857338,21.47359605,0.48908359,0.249560931,4.25406587,5.309042001,0.941258581,1.847212443
1,1,Central,9.523339545,16.42771426,0.275343294,0.287418861,3.420201867,1.811969204,0.892232462,1.747448975
1,1,Central,10.31616598,17.19111623,0.683357543,0.34509418,4.110098751,0.672074237,1.033746133,1.925193653
1,1,Central,8.163839427,16.76865278,0.858127908,0.60099099,4.720494744,6.645405554,-0.108490278,1.106000453
1,1,Central,11.025594,23.448524,0.778838906,0.439437472,4.610373021,3.187488366,0.666502096,1.58670109
1,1,Central,9.390172483,21.37459481,0.544550052,0.49070504,4.196854562,4.691458843,0.618040169,1.618917416
1,1,Central,11.74223275,20.02895599,0.304937733,0.391436019,3.825784094,1.395180059,1.601419717,2.324408229
1,1,Central,9.322570126,17.75217229,0.524509018,0.468740083,2.829726928,3.296708547,0.677725989,1.538921348
1,1,Central,9.408720229,22.22212375,0.741595712,0.442295302,4.152967348,2.75254166,0.811573505,1.572017077
1,1,Central,9.442294862,29.00572797,0.641254452,0.375685617,3.454808914,4.210500746,0.773088347,1.743015011
1,1,Central,11.34176713,29.72869191,0.806512139,0.502331569,4.862369268,4.04520866,1.023439691,1.925453592
1,1,Central,9.134417116,23.93605622,0.652069369,0.379851589,2.473727921,4.17686371,0.971981146,1.8213765
1,1,Central,9.302152034,24.78068706,0.566086945,0.353059758,3.849695176,3.31504531,0.758406395,1.71070241
1,1,Central,11.97572188,25.68908013,0.441974475,0.300187301,1.856685644,5.944916531,1.448982304,2.166052316
1,1,Central,11.51456996,19.16164072,0.951526697,0.396940598,5.886688891,2.870263613,0.368698576,1.403965049
1,1,Central,10.27524376,18.17052191,0.765692136,0.313622733,4.55641626,8.837148287,0.677431215,1.529028874
1,1,Central,11.69436374,18.80928949,0.536622444,0.402705007,1.723395197,5.189845722,1.280912456,2.107685614
1,1,Central,9.746201408,29.50511796,0.47481782,0.379271155,1.788892057,6.773449719,0.706966032,1.703350329
1,1,Central,9.220462565,20.510749,0.695841704,0.35835135,0.539644471,4.110435571,1.412511074,2.229740582
1,1,Central,8.484898391,16.1194945,0.584508386,0.42387846,2.408880768,2.399823556,1.314668632,2.078411514
1,1,Central,9.128251304,23.2316925,0.621863778,0.238212934,3.841838044,2.600922834,0.915610258,1.700702202
1,1,Central,10.87405178,23.15084438,0.497520318,0.464105821,4.902273308,5.695490006,0.283317886,1.346758546
1,1,Central,11.77720078,17.13799537,1.11626344,0.579799338,4.49266865,2.305764741,0.661941844,1.544530044
1,1,Central,10.02371731,20.06248692,0.70631629,0.515613843,2.849137336,4.293163083,0.626413968,1.571504797
1,1,Central,10.73981634,22.44517526,0.276773814,0.321477165,2.224832493,3.871473355,1.728498118,2.362699024
1,1,Central,10.16543936,25.63677231,0.668085023,0.380933555,9.554499778,2.111309545,-0.167893801,1.233251106
1,1,Central,10.23498123,27.84406271,0.867401929,0.328443074,5.390298035,4.180575648,0.476345013,1.446924627
1,1,Central,9.406437342,25.94147975,0.636224314,0.379216862,4.574517021,12,0.736558934,1.834673638
1,1,Central,9.185428806,20.1862947,1.336825875,0.80589322,5.200169773,6.748823616,0.323806473,1.535783245
1,1,Central,11.37476136,18.92445323,0.655517476,0.508678119,4.417322689,4.029226577,0.690836341,1.750435237
1,1,Central,11.30397285,15.57144474,0.625410449,0.591669774,8.0348423,0.500000007,0.621508242,1.659661395
1,1,Central,11.89792441,24.50032976,0.591190394,0.409424854,4.090189602,9.066595561,0.40466846,1.399807867
1,1,Central,11.95716329,29.2735795,0.623692458,0.400650291,2.837967877,5.584649237,1.801281181,2.405569612
1,1,Central,9.881297752,16.8551817,0.480706513,0.269595696,4.309026117,1.813099169,1.377043639,1.969677614
1,1,Central,11.13782283,22.38274361,0.46050254,0.497897009,4.754120696,4.90130909,1.210844846,2.039908849
1,1,Central,10.84318599,20.42737747,0.552683453,0.402376899,5.356087869,4.283872659,0.112880081,1.214699147
1,1,Central,8.083139004,22.82563093,0.578487585,0.422999941,6.933780277,3.283534291,0.379956577,1.381296587
1,1,Central,11.24028571,19.02070291,0.711999017,0.393868813,4.481667597,3.241753047,1.262528697,1.898639485
1,1,Central,10.81054832,19.80386535,0.276301214,0.321640685,2.749848994,2.813911203,1.397818146,2.13459303
1,1,Central,10.13262328,21.49079265,0.727120451,0.460588368,6.842355435,5.794061884,-0.347681542,0.959229665
1,1,Central,11.64428406,24.78264064,0.385359891,0.271888018,3.881922898,4.055060016,0.654450335,1.575172027
1,1,Central,10.13150321,19.7026351,1.193198507,0.649611662,7.848748186,4.30712766,0.43126862,1.786612903
1,1,Central,11.07610851,18.03070829,0.434740907,0.322777634,2.714954504,4.064513009,0.805279623,1.835038997
1,1,Central,11.36194399,18.04773502,1.063128253,0.436536483,6.19745249,1.88096294,-0.011115334,1.309829535
1,1,Central,9.131313593,22.14916948,1.145735277,0.669610168,5.262781586,6.140262992,0.577979088,1.70987347
1,1,Central,11.29617146,27.24285757,0.440123286,0.417565175,4.016895365,8.294849988,0.837537387,1.587346693
2,1,Central,11.817075,20.79236986,0.477089808,1.054832719,5.0827742,7.727030812,0.371162302,1.133728424
2,1,Central,10.59298653,22.12073939,0.508022611,0.764098872,2.221162318,7.587088967,0.736678529,1.622826949
2,1,Central,11.22720413,21.08068499,0.336683635,0.792957739,4.87158212,9.515594646,0.452349991,1.293355923
2,1,Central,8.351427146,15.32971982,0.296620919,0.527858119,2.538261078,7.63234233,0.612940198,1.330049456
2,1,Central,10.57621884,20.81668522,0.678674444,0.902805943,2.943831993,9.041478431,0.556581993,1.364820459
2,1,Central,11.06818946,18.8275298,0.642022021,0.664755467,1.94603283,11.311936,0.283679905,1.269564698
2,1,Central,9.329607704,23.64497846,0.414118403,1.332019354,4.564852855,12,0.066931803,1.366020703
2,1,Central,10.87258981,20.37611686,0.823810003,0.6443928,7.29177112,6.950594541,-0.035728481,1.225736022
2,1,Central,11.23521601,15.55793452,0.17297442,0.316915464,2.642136629,1.078566009,0.398365536,1.291677445
2,1,Central,10.90122122,20.8393034,0.497923748,0.730155546,2.78351334,8.77500417,0.39516605,1.242652067
2,1,Central,10.25255796,22.51381994,0.751558614,1.349208538,5.244611965,12,-0.032624158,1.205986739
2,1,Central,8.765040818,16.55838612,0.471334962,0.654890223,0.501143821,2.393273141,1.089317234,1.863328794
2,1,Central,11.27730903,19.66018161,0.657877657,0.870623141,7.010708139,7.494152936,-0.017908747,1.097445536
2,1,Central,10.50062059,16.16584276,0.779578023,0.791304395,6.450589126,9.347099724,0.08884738,1.08687647
2,1,Central,11.56240388,16.27512563,0.891244799,0.961824146,2.946490853,1.047065022,0.224539671,1.211138572
2,1,Central,11.58022306,26.89342676,1.036592553,0.925520375,6.160664271,8.781240348,0.030670716,1.188764677
2,1,Central,11.4896641,22.13885895,0.644488577,0.774920745,4.221232307,11.23527513,0.573913747,1.463046854
2,1,Central,11.74941194,20.11750643,1.124033117,0.942931865,7.575282823,11.68049056,0.10323846,1.147278259
2,1,Central,11.06034256,22.32151574,1.093004134,1.349842114,5.718641308,10.61545492,0.274809911,1.38009044
2,1,Central,11.49382176,20.69673604,1.125244106,1.271690604,5.66311734,12,-0.245143605,0.975553948
2,1,Central,11.09649304,20.33256365,0.445446835,0.682312841,2.407300958,10.05569393,1.182835521,1.928452006
2,1,Central,11.17429291,15.23054278,0.265277079,0.427749658,2.807420183,4.608671325,0.749796343,1.667465034
2,1,Central,8.40393535,20.03989047,0.607346078,1.074228752,1.333554098,8.102891075,-0.048354782,1.074422164
2,1,Central,11.40961309,24.65839903,1.409108994,0.87963873,9.547890401,8.287844115,-0.50372374,0.791073693
2,1,Central,10.31526177,20.93230353,0.690754354,1.202987623,5.074493692,9.507565761,0.71277354,1.681421219
2,1,Central,11.18129814,24.78328021,0.640293193,0.721589211,0.500069646,9.950657773,1.22607269,1.842601126
2,1,Central,11.74056723,15.20031775,0.636272623,0.712079957,3.495554564,1.81562998,1.028781505,1.763522679
2,1,Central,10.52661685,15.67566436,0.488792222,0.368087876,2.26183486,4.065700395,1.221382638,1.706838132
2,1,Central,9.286504668,16.45431443,0.360008804,0.790290448,2.685083054,2.020739155,0.92784655,1.656318855
2,1,Central,11.85952958,20.59829854,0.596522865,0.945578769,7.664088657,8.170966205,0.194550645,1.007115071
2,1,Central,11.57733748,22.23496968,0.589555297,1.256729181,3.357357134,8.310894968,1.181462951,1.818861258
2,1,Central,9.710841526,20.30085661,0.759112733,0.743939086,3.144342798,12,0.265562845,1.397949021
2,1,Central,9.05513097,19.44631551,0.51988243,0.954929574,5.531628669,8.114791191,0.274990678,1.327323647
2,1,Central,11.15188462,19.96236832,0.411728057,0.778660872,4.632539489,5.566215989,1.199425014,1.856134146
2,1,Central,11.10371704,22.45721073,0.607158418,0.731933961,6.29175298,11.2613787,0.447272588,1.290351209
2,1,Central,10.39094613,21.75534961,1.217368958,1.457628327,6.464906341,10.63931979,0.47011033,1.529198286
2,1,Central,11.40674669,16.47604229,0.341081096,0.570593475,4.124797559,2.148191949,1.463454881,2.060147733
2,1,Central,9.696977878,23.58037149,0.432785049,0.822849103,2.219376266,9.667768443,1.011294478,1.688907374
2,1,Central,9.507219689,19.0017376,0.400363242,0.914493952,2.277063777,6.047745376,0.434215458,1.339758826
2,1,Central,9.678325551,17.9429526,0.782084444,1.172107783,5.269722212,8.970511236,0.619289992,1.61534702
2,1,Central,8.23667707,20.01424977,0.425623682,0.838807813,4.174309032,7.420160346,0.23062432,1.169580185
2,1,Central,9.092509151,16.99044763,0.269534184,0.775261511,3.358683481,8.240242905,0.740008563,1.353708673
2,1,Central,10.75626088,24.42122222,0.5021825,0.63468877,4.089897783,12,1.18875483,1.822679079
2,1,Central,11.18769188,18.14143102,0.457958152,0.473598892,4.778191997,7.391662591,1.169256233,1.773402613
2,1,Central,11.67904901,23.21085912,0.645175417,0.622936933,6.525554654,8.7449536,0.653506568,1.300069253
2,1,Central,10.03527999,20.23637676,0.648011167,1.129786667,4.099341072,10.73189529,0.849495271,1.706845529
2,1,Central,9.717620972,16.97216535,0.689481734,0.93452264,4.929086879,8.922752768,0.543623429,1.412790305
2,1,Central,11.80397093,18.06913558,0.425142987,0.776299673,3.762990018,8.440366641,0.86940042,1.539072998
2,1,Central,8.10808193,19.07568826,0.610394133,0.678196117,6.292872157,7.906066273,0.563992205,1.538297431
2,1,Central,11.65126737,21.77816119,0.69299606,1.435557332,4.69707,10.23214031,1.534828968,2.131262465
2,1,Central,11.03343304,15.94225804,0.453210771,0.760482763,4.08365933,1.967849351,1.472322723,1.97115302
2,1,Central,9.040414614,23.47951335,0.484803528,1.206554714,4.238678074,12,1.339852533,2.061871672
2,1,Central,11.45680701,25.16005661,0.674650324,1.296087246,8.38781972,7.410129217,1.003291237,1.555854207
2,1,Central,9.098866299,16.531678,0.431615675,0.732517544,4.133927959,3.337646699,0.801574534,1.546240263
2,1,Central,9.400793524,21.37088784,0.745002602,0.740421642,6.128538743,8.087273905,0.862215154,1.735277979
2,1,Central,9.10227928,18.94586226,0.310911265,0.660982812,2.421626439,6.199600057,1.021304261,1.586566413
2,1,Central,11.86880529,21.38308466,0.51965016,0.398189932,4.006551626,3.681049092,1.260058926,1.947837582
2,1,Central,11.08525827,17.04348504,0.511395672,0.497127332,4.649407808,6.855450827,-0.034195081,0.925685287
2,1,Central,11.87443279,24.95088849,0.949346799,1.107669997,6.006720511,11.35389535,1.031820001,1.88632615
2,1,Central,10.46435314,22.55654185,0.724540719,0.80725769,6.950969368,10.88328436,0.418528993,1.213943432
2,1,Central,10.3452332,19.77367132,0.870208565,0.615639628,7.443778093,12,0.690065153,1.393169511
2,1,Central,9.419955746,19.85401836,0.72591736,0.873823111,4.265418731,8.454768715,1.524470378,1.911689151
2,1,Central,11.41969576,20.9373419,1.06973327,1.190183018,3.493232385,9.53803876,0.705931781,1.452621584
2,1,Central,10.79373559,21.4822716,0.797336187,1.058265253,6.412382005,6.796860676,0.205557146,1.173767622
2,1,Central,10.13147195,24.0534804,0.413027362,0.844071485,2.024812322,10.27088961,1.367228284,1.802056532
2,1,Central,9.199128287,19.68410352,0.588944884,1.167758869,4.105608544,10.81711359,0.691492598,1.537576143
2,1,Central,11.99012268,15.01458997,0.450027466,0.584437146,1.549138364,1.417762906,1.713145681,2.191836858
2,1,Central,10.5562965,18.08638162,0.569459013,0.95173348,5.325583933,7.472222784,1.193153368,1.832123307
2,1,Central,8.374457144,17.05425594,0.668202435,1.208381591,5.349050962,6.839357745,0.411627409,1.352623332
2,1,Central,11.59939792,23.91999817,0.448386866,0.863390831,3.923070607,7.794460456,1.863933294,2.307290087
2,1,Central,11.25086441,22.96990697,0.721565504,0.80809232,6.271702069,9.723913324,1.119469388,1.636719399
2,1,Central,11.99217659,22.37088373,0.845985434,0.80686334,8.777900864,4.495161643,0.059949226,1.063022366
2,1,Central,10.31649638,19.80383882,0.515058019,1.002938706,3.267772133,9.981346678,0.689598715,1.557127682
2,1,Central,10.34590128,18.91495957,0.486547683,0.787733224,3.515789811,11.05359296,0.802696283,1.572720378
3,1,Central,10.57621884,20.81668522,0.678674444,0.902805943,2.943831993,9.041478431,0.556581993,1.364820459
3,1,Central,11.06818946,18.8275298,0.642022021,0.664755467,1.94603283,11.311936,0.283679905,1.269564698
3,1,Central,8.229765921,24.54891847,0.307536192,0.423591461,2.855859112,5.827762864,0.479105252,1.305739043
3,1,Central,9.481814851,27.34087211,0.334666098,0.496182103,4.312117009,4.389791426,0.17018113,1.254752506
3,1,Central,9.203547061,18.39202344,0.264343708,0.316166828,0.500008926,1.319525521,0.613200049,1.422629724
3,1,Central,10.26675701,23.77591822,0.246753151,0.610681886,0.590823917,7.255633007,0.733220076,1.721115074
3,1,Central,10.56757435,15.16339642,0.602357954,0.607133877,2.842313297,0.586464704,0.108025454,0.916494935
3,1,Central,10.28608261,24.6116941,0.460368002,0.247410995,5.335405872,6.511168705,0.510939817,1.268743276
3,1,Central,11.68281744,15.0017156,0.452754844,0.541233569,1.848916367,4.386472335,0.39476113,1.391929254
3,1,Central,11.4896641,22.13885895,0.644488577,0.774920745,4.221232307,11.23527513,0.573913747,1.463046854
3,1,Central,11.74941194,20.11750643,1.124033117,0.942931865,7.575282823,11.68049056,0.10323846,1.147278259
3,1,Central,11.06034256,22.32151574,1.093004134,1.349842114,5.718641308,10.61545492,0.274809911,1.38009044
3,1,Central,11.49382176,20.69673604,1.125244106,1.271690604,5.66311734,12,-0.245143605,0.975553948
3,1,Central,11.09649304,20.33256365,0.445446835,0.682312841,2.407300958,10.05569393,1.182835521,1.928452006
